experiment,forest_type,eval_function,num_trees,sample_ratio,feature_ratio,tree_max_depth,tree_tournament_size,min_samples_split,set_id,train_size,random_seed,categorial_encoding,time_of_building,accuracy,TP,TN,FP,FN
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,42,ONE_HOT,1.3542,0.8854,251,11759,218,1336
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,43,ONE_HOT,1.2402,0.8876,358,11681,296,1229
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,44,ONE_HOT,1.221,0.878,167,11742,235,1420
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,45,ONE_HOT,1.3173,0.8834,271,11712,265,1316
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,46,ONE_HOT,1.3499,0.8862,494,11527,450,1093
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,47,ONE_HOT,1.2958,0.889,460,11598,379,1127
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,48,ONE_HOT,1.3415,0.884,285,11706,271,1302
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,49,ONE_HOT,1.2922,0.885,444,11560,417,1143
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,50,ONE_HOT,1.2065,0.8879,400,11643,334,1187
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,51,ONE_HOT,1.2019,0.8845,226,11771,206,1361
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,52,ONE_HOT,1.2484,0.8821,251,11714,263,1336
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,53,ONE_HOT,1.2562,0.8791,327,11597,380,1260
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,54,ONE_HOT,1.2748,0.8886,406,11647,330,1181
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,55,ONE_HOT,1.1931,0.8865,348,11676,301,1239
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,56,ONE_HOT,1.2947,0.8864,484,11539,438,1103
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,57,ONE_HOT,1.2533,0.8832,227,11753,224,1360
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,58,ONE_HOT,1.1143,0.8882,381,11667,310,1206
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,59,ONE_HOT,1.2787,0.8793,358,11569,408,1229
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,60,ONE_HOT,1.3428,0.8841,172,11820,157,1415
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,61,ONE_HOT,1.2432,0.8896,321,11745,232,1266
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,62,ONE_HOT,1.2816,0.8855,467,11544,433,1120
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,63,ONE_HOT,1.2858,0.8798,363,11570,407,1224
CART_tree_count_222,CART,CART_GINI_GAIN,1,1.0,1.0,-1,2,2,222,0.7,64,ONE_HOT,1.2335,0.8854,272,11738,239,1315
