experiment,forest_type,eval_function,num_trees,sample_ratio,feature_ratio,tree_max_depth,tree_tournament_size,min_samples_split,set_id,train_size,random_seed,categorial_encoding,time_of_building,accuracy,TP,TN,FP,FN
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,42,ONE_HOT,15.662,0.8187,725,6644,366,1266
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,43,ONE_HOT,18.1209,0.8194,719,6656,354,1272
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,44,ONE_HOT,16.2596,0.8192,705,6669,341,1286
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,45,ONE_HOT,16.3333,0.8182,693,6672,338,1298
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,46,ONE_HOT,16.3453,0.8179,717,6645,365,1274
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,47,ONE_HOT,16.3883,0.8172,689,6667,343,1302
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,48,ONE_HOT,16.3234,0.8171,746,6609,401,1245
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,49,ONE_HOT,16.1118,0.816,715,6630,380,1276
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,50,ONE_HOT,15.8988,0.8217,751,6645,365,1240
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,51,ONE_HOT,15.8636,0.8202,720,6663,347,1271
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,52,ONE_HOT,15.9485,0.8205,725,6660,350,1266
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,53,ONE_HOT,16.3918,0.8179,718,6644,366,1273
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,54,ONE_HOT,16.1628,0.8212,724,6668,342,1267
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,55,ONE_HOT,17.1483,0.818,732,6631,379,1259
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,56,ONE_HOT,16.2148,0.8167,715,6636,374,1276
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,57,ONE_HOT,16.5533,0.8198,722,6657,353,1269
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,58,ONE_HOT,16.1965,0.8171,730,6625,385,1261
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,59,ONE_HOT,16.4999,0.8181,711,6653,357,1280
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,60,ONE_HOT,16.0614,0.8175,699,6659,351,1292
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,61,ONE_HOT,16.1485,0.8172,699,6657,353,1292
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,62,ONE_HOT,16.5108,0.8197,751,6627,383,1240
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,63,ONE_HOT,16.5975,0.817,713,6641,369,1278
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,64,ONE_HOT,16.9788,0.818,697,6666,344,1294
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,65,ONE_HOT,16.6406,0.8167,721,6630,380,1270
Compare_on_350,CART,CART_GINI_GAIN,100,1.0,1.0,-1,3,2,350,0.7,66,ONE_HOT,16.9322,0.8211,720,6671,339,1271
Compare_on_350,SKLEARN,SKLEARN_GINI,100,1.0,1.0,-1,3,2,350,0.7,42,ONE_HOT,5.279,0.817,759,6595,415,1232
Compare_on_350,SKLEARN,SKLEARN_GINI,100,1.0,1.0,-1,3,2,350,0.7,43,ONE_HOT,6.1746,0.8184,747,6619,391,1244
Compare_on_350,SKLEARN,SKLEARN_GINI,100,1.0,1.0,-1,3,2,350,0.7,44,ONE_HOT,5.3159,0.8179,740,6622,388,1251
Compare_on_350,SKLEARN,SKLEARN_GINI,100,1.0,1.0,-1,3,2,350,0.7,45,ONE_HOT,5.7365,0.816,710,6635,375,1281
Compare_on_350,SKLEARN,SKLEARN_GINI,100,1.0,1.0,-1,3,2,350,0.7,46,ONE_HOT,5.5789,0.8171,736,6619,391,1255
