experiment,forest_type,eval_function,num_trees,sample_ratio,feature_ratio,tree_max_depth,tree_tournament_size,min_samples_split,set_id,train_size,random_seed,categorial_encoding,time_of_building,accuracy,TP,TN,FP,FN
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,42,CATEGORICAL,2.3319,0.7011,8,53,8,18
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,43,CATEGORICAL,2.7918,0.7126,7,55,6,19
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,44,CATEGORICAL,2.3613,0.7471,5,60,1,21
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,45,CATEGORICAL,2.0876,0.7471,9,56,5,17
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,46,CATEGORICAL,2.0228,0.7011,6,55,6,20
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,47,CATEGORICAL,2.132,0.7471,8,57,4,18
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,48,CATEGORICAL,2.0966,0.7471,10,55,6,16
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,49,CATEGORICAL,2.2465,0.7126,8,54,7,18
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,50,CATEGORICAL,2.0196,0.7356,9,55,6,17
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,51,CATEGORICAL,2.0382,0.7126,5,57,4,21
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,52,CATEGORICAL,1.993,0.7126,6,56,5,20
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,53,CATEGORICAL,2.1658,0.7241,6,57,4,20
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,54,CATEGORICAL,2.0952,0.7471,10,55,6,16
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,55,CATEGORICAL,2.2291,0.7356,8,56,5,18
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,56,CATEGORICAL,2.1411,0.7816,11,57,4,15
ID3_max_depth_14,ID3,ID3_INFORMATION_GAIN,100,1.0,1.0,2,2,2,14,0.7,57,CATEGORICAL,2.0722,0.6782,7,52,9,19
